Relation,relation_text,document
Abbreviation_of,"B-Abbreviation of WER, B-Application of Word Error Rate",99.0
Abbreviation_of,"B-Abbreviation of CER, B-Application of Character Error Rate",99.0
Abbreviation_of,"B-Abbreviation of BPE, B-Application of Byte Pair Encoding",99.0
Abbreviation_of,"B-Abbreviation of CNN, B-Application of Convolutional Neural Network",99.0
Abbreviation_of,"B-Abbreviation of RAG, B-Application of Retrieval-Augmented Generation",99.0
Abbreviation_of,"B-Abbreviation of PEFT, B-Application of Parameter-Efficient Fine-Tuning",99.0
Abbreviation_of,"B-Abbreviation of LoRA, B-Application of Low-Rank Adaptation",99.0
Abbreviation_of,"B-Abbreviation of MoE, B-Application of Mixture of Experts",99.0
Abbreviation_of,"B-Abbreviation of WSD, B-Application of Word Sense Disambiguation",99.0
Abbreviation_of,"B-Abbreviation of CT, B-Application of Contrastive Training",99.0
Abbreviation_of,"B-Abbreviation of LM, B-Application of Language Model",99.0
Abbreviation_of,"B-Abbreviation of RoBERTa, B-Application of Robustly Optimized BERT Approach",99.0
Abbreviation_of,"B-Abbreviation of XLNet, B-Application of Extra-Long Net",99.0
Abbreviation_of,"B-Abbreviation of ALBERT, B-Application of A Lite BERT",99.0
Abbreviation_of,"B-Abbreviation of ELECTRA, B-Application of Efficiently Learning an Encoder that Classifies Token Replacements Accurately",99.0
Abbreviation_of,"B-Abbreviation of T5, B-Application of Text-To-Text Transfer Transformer",99.0
Abbreviation_of,"B-Abbreviation of BART, B-Application of Bidirectional and Auto-Regressive Transformer",99.0
Abbreviation_of,"B-Abbreviation of mT5, B-Application of Multilingual T5",99.0
Abbreviation_of,"B-Abbreviation of FSD, B-Application of Fully Self-Driving",99.0
Abbreviation_of,"B-Abbreviation of YOLO, B-Application of You Only Look Once",99.0
Abbreviation_of,"B-Abbreviation of ViT, B-Application of Vision Transformer",99.0
Abbreviation_of,"B-Abbreviation of Swin, B-Application of Swin Transformer",99.0
Abbreviation_of,"B-Abbreviation of MLP, B-Application of Multi-Layer Perceptron",99.0
Abbreviation_of,"B-Abbreviation of LeNet, B-Application of LeNet-5",99.0
Abbreviation_of,"B-Abbreviation of AlexNet, B-Application of AlexNet",99.0
Abbreviation_of,"B-Abbreviation of VGG, B-Application of Visual Geometry Group Network",99.0
Abbreviation_of,"B-Abbreviation of ResNet, B-Application of Residual Network",99.0
Abbreviation_of,"B-Abbreviation of DenseNet, B-Application of Densely Connected Convolutional Networks",99.0
Abbreviation_of,"B-Abbreviation of EfficientNet, B-Application of Efficient Neural Network",99.0
Abbreviation_of,"B-Abbreviation of ConvNeXt, B-Application of Next Generation Convolutional Network",99.0
Abbreviation_of,"B-Abbreviation of MobileNet, B-Application of Mobile Neural Network",99.0
Abbreviation_of,"B-Abbreviation of MetaAI, B-Application of Meta Artificial Intelligence",99.0
License_of,"B-License of MIT License, B-Application of BioKit",99.0
License_of,"B-License of Apache License, B-Application of DataForge",99.0
License_of,"B-License of BSD License, B-Application of NeuralSim",99.0
License_of,"B-License of GNU General Public License, B-Application of StatSuite",99.0
License_of,"B-License of LGPL, B-SoftwareCoreference of analysis package",99.0
License_of,"B-License of GPL, B-PlugIn of GenAI",99.0
License_of,"B-License of GNU GPL, B-Application of DeepQuant",99.0
License_of,"B-License of Artistic License, B-Application of OptiSim",99.0
License_of,"B-License of Apache License, B-PlugIn of MLFlow",99.0
License_of,"B-License of BSD License, B-Application of VisionX",99.0
License_of,"B-License of GNU LGPL, B-Application of TextMiner",99.0
License_of,"B-License of MIT License, B-Application of GenomeNet",99.0
License_of,"B-License of GNU GPL, B-Application of ProbTool",99.0
License_of,"B-License of GPL, B-PlugIn of DataHub",99.0
License_of,"B-License of GNU General Public License, B-Application of NetMapper",99.0
License_of,"B-License of Apache License, B-Application of MedAI",99.0
License_of,"B-License of LGPL, B-SoftwareCoreference of computational tool",99.0
License_of,"B-License of GPL, B-Application of DataAnalyzer",99.0
License_of,"B-License of GNU GPL, B-PlugIn of BioSim",99.0
License_of,"B-License of BSD License, B-Application of PathFinder",99.0
License_of,"B-License of MIT License, B-Application of AutoML",99.0
License_of,"B-License of Artistic License, B-Application of NeuroGraph",99.0
License_of,"B-License of GNU General Public License, B-Application of EnviSense",99.0
License_of,"B-License of Apache License, B-Application of CyberDetect",99.0
License_of,"B-License of LGPL, B-SoftwareCoreference of security framework",99.0
License_of,"B-License of GPL, B-PlugIn of AITrainer",99.0
License_of,"B-License of GNU GPL, B-Application of PredictNet",99.0
License_of,"B-License of BSD License, B-Application of MLToolkit",99.0
License_of,"B-License of MIT License, B-Application of ImageSynth",99.0
License_of,"B-License of GNU General Public License, B-Application of DataSculpt",99.0
License_of,"B-License of Apache License, B-PlugIn of AIModelHub",99.0
License_of,"B-License of LGPL, B-SoftwareCoreference of automation suite",99.0
License_of,"B-License of GPL, B-Application of DeepLearn",99.0
License_of,"B-License of GNU GPL, B-PlugIn of TensorSim",99.0
License_of,"B-License of BSD License, B-Application of QuantumOpt",99.0
License_of,"B-License of MIT License, B-Application of CodeFusion",99.0
License_of,"B-License of Artistic License, B-Application of DataVis",99.0
License_of,"B-License of GNU General Public License, B-Application of SignalNet",99.0
License_of,"B-License of Apache License, B-Application of AIInsight",99.0
License_of,"B-License of LGPL, B-SoftwareCoreference of bioinformatics tool",99.0
License_of,"B-License of GPL, B-PlugIn of CryptoShield",99.0
License_of,"B-License of GNU GPL, B-Application of MedStat",99.0
License_of,"B-License of BSD License, B-Application of SmartSensor",99.0
License_of,"B-License of MIT License, B-Application of FinTechAI",99.0
License_of,"B-License of GNU General Public License, B-Application of NanoSim",99.0
License_of,"B-License of Apache License, B-PlugIn of HealthML",99.0
License_of,"B-License of LGPL, B-SoftwareCoreference of graph processing",99.0
License_of,"B-License of GPL, B-Application of MarketPredict",99.0
License_of,"B-License of GNU GPL, B-PlugIn of ChatBotCore",99.0
License_of,"B-License of BSD License, B-Application of VisionEdge",99.0
License_of,"B-License of MIT License, B-Application of AICompanion",99.0
License_of,"B-License of Artistic License, B-Application of NeuralCoder",99.0
License_of,"B-License of GNU General Public License, B-Application of SmartGridAI",99.0
License_of,"B-License of Apache License, B-Application of CloudSim",99.0
License_of,"B-License of LGPL, B-SoftwareCoreference of simulation framework",99.0
License_of,"B-License of GPL, B-PlugIn of AutoPredict",99.0
License_of,"B-License of GNU GPL, B-Application of AIForensic",99.0
License_of,"B-License of BSD License, B-Application of SpeechAnalyzer",99.0
License_of,"B-License of MIT License, B-Application of RecommenderX",99.0
License_of,"B-License of GNU General Public License, B-Application of AgroAI",99.0
License_of,"B-License of Apache License, B-PlugIn of DataGuardian",99.0
License_of,"B-License of LGPL, B-SoftwareCoreference of optimization tool",99.0
License_of,"B-License of GPL, B-Application of SmartVision",99.0
License_of,"B-License of GNU GPL, B-PlugIn of DeepExplorer",99.0
License_of,"B-License of BSD License, B-Application of CyberAI",99.0
Extension_of,"B-Extension of ML, B-Application of TensorFlow",99.0
Extension_of,"B-Extension of XE, B-Application of Intel Compiler",99.0
Extension_of,"B-Extension of Pro, B-Application of MATLAB",99.0
Extension_of,"B-Extension of Advanced, B-Application of AutoCAD",99.0
Extension_of,"B-Extension of CC, B-Application of Adobe Premiere",99.0
Extension_of,"B-Extension of SE, B-Application of SPSS",99.0
Extension_of,"B-Extension of MP, B-Application of STATA",99.0
Extension_of,"B-Extension of Ultimate, B-OperatingSystem of Windows",99.0
Extension_of,"B-Extension of Enterprise, B-Application of Oracle DB",99.0
Extension_of,"B-Extension of Academic, B-Application of Minitab",99.0
Extension_of,"B-Extension of AI, B-Application of Photoshop",99.0
Extension_of,"B-Extension of CE, B-Application of SolidWorks",99.0
Extension_of,"B-Extension of IC, B-Application of STATA",99.0
Extension_of,"B-Extension of SE, B-Application of STATA",99.0
Extension_of,"B-Extension of Pro, B-Application of QuickBooks",99.0
Extension_of,"B-Extension of 64-bit, B-OperatingSystem of Ubuntu",99.0
Extension_of,"B-Extension of CC, B-Application of Lightroom",99.0
Extension_of,"B-Extension of DX, B-Application of ANSYS",99.0
Extension_of,"B-Extension of Premium, B-Application of CorelDRAW",99.0
Extension_of,"B-Extension of AI, B-Application of Illustrator",99.0
Extension_of,"B-Extension of ML, B-Application of PyTorch",99.0
Extension_of,"B-Extension of Enterprise, B-Application of SAP",99.0
Extension_of,"B-Extension of SE, B-Application of Stata",99.0
Extension_of,"B-Extension of CC, B-Application of InDesign",99.0
Extension_of,"B-Extension of 32-bit, B-OperatingSystem of Fedora",99.0
Extension_of,"B-Extension of Professional, B-Application of Camtasia",99.0
Extension_of,"B-Extension of Studio, B-Application of Pinnacle",99.0
Extension_of,"B-Extension of Advanced, B-Application of Solid Edge",99.0
Extension_of,"B-Extension of Pro, B-Application of ArcGIS",99.0
Extension_of,"B-Extension of Home, B-OperatingSystem of macOS",99.0
Extension_of,"B-Extension of Server, B-OperatingSystem of Red Hat",99.0
Extension_of,"B-Extension of SE, B-Application of MPlus",99.0
Extension_of,"B-Extension of Professional, B-Application of SketchUp",99.0
Extension_of,"B-Extension of 64-bit, B-OperatingSystem of CentOS",99.0
Extension_of,"B-Extension of CC, B-Application of Final Cut Pro",99.0
Extension_of,"B-Extension of Expert, B-Application of MathCAD",99.0
Extension_of,"B-Extension of Premium, B-Application of EndNote",99.0
Extension_of,"B-Extension of QX, B-Application of BrainVoyager",99.0
Extension_of,"B-Extension of Studio, B-Application of DaVinci Resolve",99.0
Extension_of,"B-Extension of Pro, B-Application of Vegas",99.0
Extension_of,"B-Extension of ML, B-Application of Scikit-learn",99.0
Extension_of,"B-Extension of Enterprise, B-Application of Tableau",99.0
Extension_of,"B-Extension of MP, B-Application of STATA",99.0
Extension_of,"B-Extension of Academic, B-Application of Mathematica",99.0
Extension_of,"B-Extension of SE, B-Application of JMP",99.0
Extension_of,"B-Extension of CE, B-Application of ANSYS Fluent",99.0
Extension_of,"B-Extension of AI, B-Application of DeepLearning4J",99.0
Extension_of,"B-Extension of XE, B-Application of MATLAB Compiler",99.0
Extension_of,"B-Extension of AI, B-Application of Affinity Photo",99.0
Extension_of,"B-Extension of Pro, B-Application of Blender",99.0
Extension_of,"B-Extension of Pro, B-Application of Corel VideoStudio",99.0
Extension_of,"B-Extension of Studio, B-Application of Avid",99.0
Extension_of,"B-Extension of Home, B-OperatingSystem of Windows 11",99.0
Extension_of,"B-Extension of Enterprise, B-Application of MySQL",99.0
Extension_of,"B-Extension of MP, B-Application of SPSS",99.0
Extension_of,"B-Extension of SE, B-Application of Statistica",99.0
Extension_of,"B-Extension of Ultimate, B-OperatingSystem of Windows 10",99.0
Extension_of,"B-Extension of SE, B-Application of RStudio",99.0
Extension_of,"B-Extension of Professional, B-Application of Unity",99.0
Extension_of,"B-Extension of AI, B-Application of GIMP",99.0
Extension_of,"B-Extension of Pro, B-Application of Houdini",99.0
Extension_of,"B-Extension of ML, B-Application of Keras",99.0
Extension_of,"B-Extension of SE, B-Application of SAS",99.0
Extension_of,"B-Extension of CC, B-Application of Dreamweaver",99.0
Extension_of,"B-Extension of Professional, B-Application of AutoCAD Electrical",99.0
Extension_of,"B-Extension of Advanced, B-Application of LabVIEW",99.0
Extension_of,"B-Extension of Enterprise, B-Application of Snowflake",99.0
Extension_of,"B-Extension of Pro, B-Application of SQL Server",99.0
Extension_of,"B-Extension of ML, B-Application of XGBoost",99.0
Extension_of,"B-Extension of AI, B-Application of Darktable",99.0
Extension_of,"B-Extension of MP, B-Application of Statistica",99.0
Extension_of,"B-Extension of Advanced, B-Application of HyperWorks",99.0
Extension_of,"B-Extension of 64-bit, B-OperatingSystem of Manjaro",99.0
Extension_of,"B-Extension of IC, B-Application of STATA",99.0
Extension_of,"B-Extension of Pro, B-Application of Rhino",99.0
Extension_of,"B-Extension of CC, B-Application of Character Animator",99.0
Extension_of,"B-Extension of ML, B-Application of OpenCV",99.0
Extension_of,"B-Extension of QX, B-Application of BrainVoyager",99.0
Extension_of,"B-Extension of SE, B-Application of EViews",99.0
Extension_of,"B-Extension of SE, B-Application of LISREL",99.0
Extension_of,"B-Extension of AI, B-Application of TensorRT",99.0
Extension_of,"B-Extension of Studio, B-Application of Capture One",99.0
Extension_of,"B-Extension of Pro, B-Application of DaVinci Resolve Studio",99.0
Extension_of,"B-Extension of ML, B-Application of LightGBM",99.0
Extension_of,"B-Extension of Enterprise, B-Application of IBM SPSS Modeler",99.0
Extension_of,"B-Extension of AI, B-Application of PixInsight",99.0
Extension_of,"B-Extension of Premium, B-Application of Autodesk Maya",99.0
Extension_of,"B-Extension of Pro, B-Application of Agisoft Metashape",99.0
Extension_of,"B-Extension of MP, B-Application of GraphPad Prism",99.0
Extension_of,"B-Extension of Ultimate, B-Application of Maple",99.0
Extension_of,"B-Extension of AI, B-Application of Nvidia Omniverse",99.0
Extension_of,"B-Extension of Enterprise, B-Application of Oracle Cloud",99.0
Extension_of,"B-Extension of AI, B-Application of Synthesia AI",99.0
Extension_of,"B-Extension of 64-bit, B-OperatingSystem of Arch Linux",99.0
AlternativeName_of,"B-AlternativeName of Neural Image Registration Framework, B-Application of NIRF",99.0
AlternativeName_of,"B-AlternativeName of Bioinformatics Analysis Suite, B-Application of BAS",99.0
AlternativeName_of,"B-AlternativeName of Computational Structural Biology Toolkit, B-Application of CSBT",99.0
AlternativeName_of,"B-AlternativeName of Bayesian Optimization Framework, B-Application of BOF",99.0
AlternativeName_of,"B-AlternativeName of Deep Learning Inference Engine, B-Application of DLIE",99.0
AlternativeName_of,"B-AlternativeName of Automated Neural Network Analysis, B-Application of ANNA",99.0
AlternativeName_of,"B-AlternativeName of Generalized Linear Model Toolkit, B-Application of GLMT",99.0
AlternativeName_of,"B-AlternativeName of Gene Expression Analysis Package, B-Application of GEAP",99.0
AlternativeName_of,"B-AlternativeName of Hierarchical Bayesian Estimation Suite, B-Application of HBES",99.0
AlternativeName_of,"B-AlternativeName of Large Scale Genomics Analysis, B-Application of LSGA",99.0
AlternativeName_of,"B-AlternativeName of Neural Evolution Framework, B-Application of NEF",99.0
AlternativeName_of,"B-AlternativeName of Statistical Hypothesis Testing Suite, B-Application of SHTS",99.0
AlternativeName_of,"B-AlternativeName of Functional Genomics Toolkit, B-Application of FGT",99.0
AlternativeName_of,"B-AlternativeName of Probabilistic Graphical Model Library, B-Application of PGML",99.0
AlternativeName_of,"B-AlternativeName of Genetic Algorithm Optimization Suite, B-Application of GAOS",99.0
AlternativeName_of,"B-AlternativeName of Bayesian Inference Model Analyzer, B-Application of BIMA",99.0
AlternativeName_of,"B-AlternativeName of Reinforcement Learning Framework, B-Application of RLF",99.0
AlternativeName_of,"B-AlternativeName of Advanced Clustering and Segmentation, B-Application of ACS",99.0
AlternativeName_of,"B-AlternativeName of Protein Structure Prediction Suite, B-Application of PSPS",99.0
AlternativeName_of,"B-AlternativeName of Evolutionary Computation Toolkit, B-Application of ECT",99.0
AlternativeName_of,"B-AlternativeName of Decision Tree Classifier Framework, B-Application of DTCF",99.0
AlternativeName_of,"B-AlternativeName of Computer Vision Algorithm Package, B-Application of CVAP",99.0
AlternativeName_of,"B-AlternativeName of High-Dimensional Data Analysis, B-Application of HDDA",99.0
AlternativeName_of,"B-AlternativeName of Metaheuristic Optimization Framework, B-Application of MOF",99.0
AlternativeName_of,"B-AlternativeName of Support Vector Machine Suite, B-Application of SVMS",99.0
AlternativeName_of,"B-AlternativeName of Text Mining and NLP Toolkit, B-Application of TMNLP",99.0
AlternativeName_of,"B-AlternativeName of Image Processing Library, B-Application of IPL",99.0
AlternativeName_of,"B-AlternativeName of Bioinformatics Workflow Manager, B-Application of BWM",99.0
